com_intellij_FileSetTestCase$ActualTest.java/[CN]/	com_intellij_testFramework_LightPlatformTestCase.java/[CN]/
com_intellij_openapi_externalSystem_action_task_ToggleBeforeRunTaskAction.java/[CN]/	com_intellij_openapi_externalSystem_action_task_ToggleTaskActivationAction.java/[CN]/
com_intellij_openapi_externalSystem_action_task_ToggleBeforeSyncTaskAction.java/[CN]/	com_intellij_openapi_externalSystem_action_task_ToggleTaskActivationAction.java/[CN]/
com_intellij_openapi_externalSystem_action_task_ToggleTaskActivationAction.java/[CN]/	com_intellij_openapi_externalSystem_action_ExternalSystemToggleAction.java/[CN]/
com_intellij_openapi_externalSystem_importing_ExternalProjectStructureCustomizerImpl.java/[CN]/	com_intellij_openapi_externalSystem_importing_ExternalProjectStructureCustomizer.java/[CN]/
com_intellij_openapi_externalSystem_service_AbstractExternalSystemFacadeImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_RemoteExternalSystemFacade.java/[CN]/
com_intellij_openapi_externalSystem_service_InProcessExternalSystemCommunicationManager.java/[CN]/	com_intellij_openapi_externalSystem_service_ExternalSystemCommunicationManager.java/[CN]/
com_intellij_openapi_externalSystem_service_InProcessExternalSystemFacadeImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_AbstractExternalSystemFacadeImpl.java/[CN]/
com_intellij_openapi_externalSystem_service_RemoteExternalSystemCommunicationManager.java/[CN]/	com_intellij_openapi_externalSystem_service_ExternalSystemCommunicationManager.java/[CN]/
com_intellij_openapi_externalSystem_service_RemoteExternalSystemCommunicationManager$1.java/[CN]/	com_intellij_execution_rmi_RemoteProcessSupport.java/[CN]/
com_intellij_openapi_externalSystem_service_RemoteExternalSystemFacade.java/[CN]/	com_intellij_openapi_externalSystem_service_internal_ExternalSystemTaskAware.java/[CN]/
com_intellij_openapi_externalSystem_service_RemoteExternalSystemFacade$1.java/[CN]/	com_intellij_openapi_externalSystem_service_RemoteExternalSystemFacade.java/[CN]/
com_intellij_openapi_externalSystem_service_RemoteExternalSystemFacadeImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_AbstractExternalSystemFacadeImpl.java/[CN]/
com_intellij_openapi_externalSystem_service_RemoteExternalSystemService.java/[CN]/	com_intellij_openapi_externalSystem_service_internal_ExternalSystemTaskAware.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_ExternalSystemTaskDebugRunner.java/[CN]/	com_intellij_debugger_impl_GenericDebuggerRunner.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_ExternalSystemTaskSettingsControl.java/[CN]/	com_intellij_openapi_externalSystem_util_ExternalSystemSettingsControl.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_ExternalSystemTaskSettingsControl$1.java/[CN]/	com_intellij_openapi_externalSystem_service_ui_ExternalProjectPathField.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_InvalidJavaHomeException.java/[CN]/	com_intellij_openapi_externalSystem_service_execution_ExternalSystemJdkException.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_InvalidSdkException.java/[CN]/	com_intellij_openapi_externalSystem_service_execution_ExternalSystemJdkException.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_ProjectJdkNotFoundException.java/[CN]/	com_intellij_openapi_externalSystem_service_execution_ExternalSystemJdkException.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_TaskCompletionProvider.java/[CN]/	com_intellij_openapi_externalSystem_service_execution_cmd_CommandLineCompletionProvider.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_UndefinedJavaHomeException.java/[CN]/	com_intellij_openapi_externalSystem_service_execution_ExternalSystemJdkException.java/[CN]/
com_intellij_openapi_externalSystem_service_execution_cmd_CommandLineCompletionProvider.java/[CN]/	com_intellij_util_TextFieldCompletionProvider.java/[CN]/
com_intellij_openapi_externalSystem_service_internal_ExternalSystemExecuteTaskTask.java/[CN]/	com_intellij_openapi_externalSystem_service_internal_AbstractExternalSystemTask.java/[CN]/
com_intellij_openapi_externalSystem_service_internal_ExternalSystemResolveProjectTask.java/[CN]/	com_intellij_openapi_externalSystem_service_internal_AbstractExternalSystemTask.java/[CN]/
com_intellij_openapi_externalSystem_service_notification_EditableNotificationMessageElement.java/[CN]/	com_intellij_ide_errorTreeView_EditableMessageElement.java/[CN]/
com_intellij_openapi_externalSystem_service_notification_EditableNotificationMessageElement.java/[CN]/	com_intellij_openapi_externalSystem_service_notification_NotificationMessageElement.java/[CN]/
com_intellij_openapi_externalSystem_service_notification_ExternalSystemNotificationExtensionImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_notification_ExternalSystemNotificationExtension.java/[CN]/
com_intellij_openapi_externalSystem_service_notification_NotificationMessageElement.java/[CN]/	com_intellij_ide_errorTreeView_NavigatableMessageElement.java/[CN]/
com_intellij_openapi_externalSystem_service_notification_NotificationMessageElement$MyCustomizeColoredTreeCellRendererReplacement.java/[CN]/	com_intellij_ide_errorTreeView_CustomizeColoredTreeCellRendererReplacement.java/[CN]/
com_intellij_openapi_externalSystem_service_project_ArtifactExternalDependenciesImporterImpl$1.java/[CN]/	com_intellij_packaging_impl_artifacts_PackagingElementProcessor.java/[CN]/
com_intellij_openapi_externalSystem_service_project_IdeModifiableModelsProviderImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_project_AbstractIdeModifiableModelsProvider.java/[CN]/
com_intellij_openapi_externalSystem_service_project_IdeUIModifiableModelsProvider.java/[CN]/	com_intellij_openapi_externalSystem_service_project_AbstractIdeModifiableModelsProvider.java/[CN]/
com_intellij_openapi_externalSystem_service_project_autoimport_ExternalSystemAutoImporter$1.java/[CN]/	com_intellij_openapi_externalSystem_service_project_ExternalProjectRefreshCallback.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ExternalProjectsManager$1.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_ExternalProjectsManager$ExternalProjectsStateProvider.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ExternalProjectsState$1.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_ExternalProjectsState$NullSafeMap.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ExternalProjectsState$State$1.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_ExternalProjectsState$NullSafeMap.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemKeymapExtension$1.java/[CN]/	com_intellij_openapi_keymap_impl_ui_Hyperlink.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemKeymapExtension$ExternalSystemRunConfigurationAction.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemKeymapExtension$MyExternalSystemAction.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemKeymapExtension$ExternalSystemTaskAction.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemKeymapExtension$MyExternalSystemAction.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemKeymapExtension$MyExternalSystemAction.java/[CN]/	com_intellij_openapi_externalSystem_action_ExternalSystemAction.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemRunManagerListener.java/[CN]/	com_intellij_execution_RunManagerAdapter.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_LibraryDependencyDataService.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_AbstractDependencyDataService.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ModuleDataService.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_AbstractModuleDataService.java/[CN]/
com_intellij_openapi_externalSystem_service_project_manage_ModuleDependencyDataService.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_AbstractDependencyDataService.java/[CN]/
com_intellij_openapi_externalSystem_service_project_wizard_AbstractExternalProjectImportBuilder.java/[CN]/	com_intellij_projectImport_ProjectImportBuilder.java/[CN]/
com_intellij_openapi_externalSystem_service_project_wizard_AbstractExternalProjectImportBuilder$1.java/[CN]/	com_intellij_openapi_externalSystem_service_project_IdeUIModifiableModelsProvider.java/[CN]/
com_intellij_openapi_externalSystem_service_project_wizard_AbstractExternalProjectImportBuilder$2.java/[CN]/	com_intellij_openapi_externalSystem_service_project_IdeModifiableModelsProviderImpl.java/[CN]/
com_intellij_openapi_externalSystem_service_project_wizard_AbstractExternalProjectImportBuilder$3.java/[CN]/	com_intellij_openapi_externalSystem_service_project_ExternalProjectRefreshCallback.java/[CN]/
com_intellij_openapi_externalSystem_service_project_wizard_AbstractExternalProjectImportProvider.java/[CN]/	com_intellij_projectImport_ProjectImportProvider.java/[CN]/
com_intellij_openapi_externalSystem_service_project_wizard_AbstractImportFromExternalSystemWizardStep.java/[CN]/	com_intellij_projectImport_ProjectImportWizardStep.java/[CN]/
com_intellij_openapi_externalSystem_service_project_wizard_SelectExternalProjectStep.java/[CN]/	com_intellij_openapi_externalSystem_service_project_wizard_AbstractImportFromExternalSystemWizardStep.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_AbstractRemoteExternalSystemService.java/[CN]/	com_intellij_openapi_externalSystem_service_RemoteExternalSystemService.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_ExternalSystemProgressNotificationManagerImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_notification_ExternalSystemProgressNotificationManager.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_ExternalSystemProgressNotificationManagerImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProgressNotificationManager.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProgressNotificationManager$1.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProgressNotificationManager.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProjectResolver.java/[CN]/	com_intellij_openapi_externalSystem_service_RemoteExternalSystemService.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProjectResolver$1.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProjectResolver.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProjectResolverImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_AbstractRemoteExternalSystemService.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProjectResolverImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProjectResolver.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemTaskManager.java/[CN]/	com_intellij_openapi_externalSystem_service_RemoteExternalSystemService.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemTaskManager$1.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemTaskManager.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemTaskManagerImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_AbstractRemoteExternalSystemService.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemTaskManagerImpl.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemTaskManager.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_wrapper_AbstractRemoteExternalSystemServiceWrapper.java/[CN]/	com_intellij_openapi_externalSystem_service_RemoteExternalSystemService.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_wrapper_ExternalSystemFacadeWrapper.java/[CN]/	com_intellij_openapi_externalSystem_service_RemoteExternalSystemFacade.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_wrapper_ExternalSystemProjectResolverWrapper.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemProjectResolver.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_wrapper_ExternalSystemProjectResolverWrapper.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_wrapper_AbstractRemoteExternalSystemServiceWrapper.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_wrapper_ExternalSystemTaskManagerWrapper.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_RemoteExternalSystemTaskManager.java/[CN]/
com_intellij_openapi_externalSystem_service_remote_wrapper_ExternalSystemTaskManagerWrapper.java/[CN]/	com_intellij_openapi_externalSystem_service_remote_wrapper_AbstractRemoteExternalSystemServiceWrapper.java/[CN]/
com_intellij_openapi_externalSystem_service_settings_AbstractExternalProjectSettingsControl.java/[CN]/	com_intellij_openapi_externalSystem_util_ExternalSystemSettingsControl.java/[CN]/
com_intellij_openapi_externalSystem_service_task_ToolWindowModuleService.java/[CN]/	com_intellij_openapi_externalSystem_service_task_AbstractToolWindowService.java/[CN]/
com_intellij_openapi_externalSystem_service_task_ToolWindowTaskService.java/[CN]/	com_intellij_openapi_externalSystem_service_task_AbstractToolWindowService.java/[CN]/
com_intellij_openapi_externalSystem_service_task_ui_ConfigureTasksActivationDialog$PhaseNode.java/[CN]/	com_intellij_openapi_externalSystem_service_task_ui_ConfigureTasksActivationDialog$MyNode.java/[CN]/
com_intellij_openapi_externalSystem_service_task_ui_ConfigureTasksActivationDialog$ProjectNode.java/[CN]/	com_intellij_openapi_externalSystem_service_task_ui_ConfigureTasksActivationDialog$MyNode.java/[CN]/
com_intellij_openapi_externalSystem_service_task_ui_ConfigureTasksActivationDialog$RootNode.java/[CN]/	com_intellij_openapi_externalSystem_service_task_ui_ConfigureTasksActivationDialog$MyNode.java/[CN]/
com_intellij_openapi_externalSystem_service_task_ui_ConfigureTasksActivationDialog$TaskNode.java/[CN]/	com_intellij_openapi_externalSystem_service_task_ui_ConfigureTasksActivationDialog$MyNode.java/[CN]/
com_intellij_openapi_externalSystem_service_ui_ExternalProjectDataSelectorDialog$3.java/[CN]/	com_intellij_ui_CheckboxTree$CheckboxTreeCellRenderer.java/[CN]/
com_intellij_openapi_externalSystem_service_ui_ExternalProjectPathField$2.java/[CN]/	com_intellij_util_TextFieldCompletionProviderDumbAware.java/[CN]/
com_intellij_openapi_externalSystem_service_ui_SelectExternalProjectDialog.java/[CN]/	com_intellij_openapi_externalSystem_service_ui_SelectExternalSystemNodeDialog.java/[CN]/
com_intellij_openapi_externalSystem_service_ui_SelectExternalProjectDialog$1.java/[CN]/	com_intellij_openapi_externalSystem_service_ui_SelectExternalSystemNodeDialog$NodeSelector.java/[CN]/
com_intellij_openapi_externalSystem_service_ui_SelectExternalSystemNodeDialog$1.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalProjectsStructure.java/[CN]/
com_intellij_openapi_externalSystem_service_ui_SelectExternalSystemNodeDialog$2.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalProjectsViewAdapter.java/[CN]/
com_intellij_openapi_externalSystem_service_ui_SelectExternalTaskDialog.java/[CN]/	com_intellij_openapi_externalSystem_service_ui_SelectExternalSystemNodeDialog.java/[CN]/
com_intellij_openapi_externalSystem_util_ExternalSystemUtil$2.java/[CN]/	com_intellij_openapi_externalSystem_service_project_ExternalProjectRefreshCallback.java/[CN]/
com_intellij_openapi_externalSystem_util_ExternalSystemUtil$3.java/[CN]/	com_intellij_openapi_externalSystem_util_ExternalSystemUtil$TaskUnderProgress.java/[CN]/
com_intellij_openapi_externalSystem_util_ExternalSystemUtil$3$1.java/[CN]/	com_intellij_openapi_progress_util_AbstractProgressIndicatorExBase.java/[CN]/
com_intellij_openapi_externalSystem_util_ExternalSystemUtil$7.java/[CN]/	com_intellij_openapi_externalSystem_util_ExternalSystemUtil$TaskUnderProgress.java/[CN]/
com_intellij_openapi_externalSystem_util_ExternalSystemUtil$9.java/[CN]/	com_intellij_openapi_externalSystem_service_project_ExternalProjectRefreshCallback.java/[CN]/
com_intellij_openapi_externalSystem_util_ExternalSystemUtil$MyMultiExternalProjectRefreshCallback.java/[CN]/	com_intellij_openapi_externalSystem_service_project_ExternalProjectRefreshCallback.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalProjectsStructure$RootNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalProjectsViewAdapter.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalProjectsView.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalProjectsViewImpl.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalProjectsView.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalProjectsViewImpl$1.java/[CN]/	com_intellij_openapi_wm_ex_ToolWindowManagerAdapter.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalProjectsViewImpl$2.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemShortcutsManager$Listener.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalProjectsViewImpl$3.java/[CN]/	com_intellij_openapi_externalSystem_service_project_manage_ExternalSystemTaskActivator$Listener.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalProjectsViewImpl$4.java/[CN]/	com_intellij_execution_RunManagerAdapter.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalSystemViewDefaultContributor.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemViewContributor.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalSystemViewDefaultContributor$DependencyDataExternalSystemNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalSystemViewDefaultContributor$LibraryDependencyDataExternalSystemNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemViewDefaultContributor$DependencyDataExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalSystemViewDefaultContributor$ModuleDependencyDataExternalSystemNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemViewDefaultContributor$DependencyDataExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_ExternalSystemViewDefaultContributor$MyDependenciesNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_ModuleNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_ProjectNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_RunConfigurationNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_RunConfigurationsNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_TaskNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_TasksNode.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_externalSystem_view_TasksNode$1.java/[CN]/	com_intellij_openapi_externalSystem_view_ExternalSystemNode.java/[CN]/
com_intellij_openapi_file_exclude_EnforcedPlainTextFileTypeFactory$1.java/[CN]/	com_intellij_openapi_fileTypes_ex_FileTypeIdentifiableByVirtualFile.java/[CN]/
com_intellij_openapi_file_exclude_ProjectPlainTextFileTypeManager.java/[CN]/	com_intellij_openapi_file_exclude_PersistentFileSetManager.java/[CN]/
com_intellij_openapi_fileChooser_actions_FileDeleteAction.java/[CN]/	com_intellij_ide_actions_DeleteAction.java/[CN]/
com_intellij_openapi_fileChooser_actions_GotoDesktopDirAction.java/[CN]/	com_intellij_openapi_fileChooser_actions_FileChooserAction.java/[CN]/
com_intellij_openapi_fileChooser_actions_GotoHomeAction.java/[CN]/	com_intellij_openapi_fileChooser_actions_FileChooserAction.java/[CN]/
com_intellij_openapi_fileChooser_actions_GotoModuleDirectory.java/[CN]/	com_intellij_openapi_fileChooser_actions_FileChooserAction.java/[CN]/
com_intellij_openapi_fileChooser_actions_GotoProjectDirectory.java/[CN]/	com_intellij_openapi_fileChooser_actions_FileChooserAction.java/[CN]/
com_intellij_openapi_fileChooser_actions_NewFileAction.java/[CN]/	com_intellij_openapi_fileChooser_actions_FileChooserAction.java/[CN]/
com_intellij_openapi_fileChooser_actions_NewFolderAction.java/[CN]/	com_intellij_openapi_fileChooser_actions_FileChooserAction.java/[CN]/
com_intellij_openapi_fileChooser_actions_RefreshFileChooserAction.java/[CN]/	com_intellij_openapi_fileChooser_actions_FileChooserAction.java/[CN]/
com_intellij_openapi_fileChooser_ex_FileChooserDialogImpl.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileLookup.java/[CN]/
com_intellij_openapi_fileChooser_ex_FileChooserDialogImpl$5.java/[CN]/	com_intellij_openapi_fileChooser_ex_TextFieldAction.java/[CN]/
com_intellij_openapi_fileChooser_ex_FileChooserDialogImpl$6.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileTextFieldImpl$Vfs.java/[CN]/
com_intellij_openapi_fileChooser_ex_FileChooserDialogImpl$9.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileDrop$Target.java/[CN]/
com_intellij_openapi_fileChooser_ex_FileSaverDialogImpl.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileChooserDialogImpl.java/[CN]/
com_intellij_openapi_fileChooser_ex_FileTextFieldImpl.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileLookup.java/[CN]/
com_intellij_openapi_fileChooser_ex_FileTextFieldImpl$9$1.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileLookup$LookupFilter.java/[CN]/
com_intellij_openapi_fileChooser_ex_FileTextFieldImpl$Vfs.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileTextFieldImpl.java/[CN]/
com_intellij_openapi_fileChooser_ex_LocalFsFinder.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileLookup.java/[CN]/
com_intellij_openapi_fileChooser_ex_LocalFsFinder.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileLookup$Finder.java/[CN]/
com_intellij_openapi_fileChooser_ex_LocalFsFinder$FileChooserFilter.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileLookup$LookupFilter.java/[CN]/
com_intellij_openapi_fileChooser_ex_LocalFsFinder$IoFile.java/[CN]/	com_intellij_openapi_fileChooser_ex_LocalFsFinder$VfsFile.java/[CN]/
com_intellij_openapi_fileChooser_ex_LocalFsFinder$VfsFile.java/[CN]/	com_intellij_openapi_fileChooser_ex_FileLookup$LookupFile.java/[CN]/
com_intellij_openapi_fileEditor_impl_DockableEditorContainerFactory$1.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorsSplitters.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorTabbedContainer.java/[CN]/	com_intellij_ide_actions_CloseAction$CloseTarget.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorTabbedContainer$5.java/[CN]/	com_intellij_openapi_wm_ex_ToolWindowManagerAdapter.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorWindow$3.java/[CN]/	com_intellij_openapi_fileEditor_impl_FileEditorManagerChange.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorWindow$4.java/[CN]/	com_intellij_openapi_fileEditor_impl_FileEditorManagerChange.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorWindow$TComp.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorWindowHolder.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorWindow$TCompForTablessMode.java/[CN]/	com_intellij_ide_actions_CloseAction$CloseTarget.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorWindow$TCompForTablessMode.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorWindow$TComp.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorWithProviderComposite.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorComposite.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorsSplitters.java/[CN]/	com_intellij_openapi_wm_impl_IdePanePanel.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorsSplitters$3.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorsSplitters$ConfigTreeReader.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorsSplitters$MyFocusTraversalPolicy.java/[CN]/	com_intellij_openapi_wm_ex_IdeFocusTraversalPolicy.java/[CN]/
com_intellij_openapi_fileEditor_impl_EditorsSplitters$UIBuilder.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorsSplitters$ConfigTreeReader.java/[CN]/
com_intellij_openapi_fileEditor_impl_FileDocumentManagerImpl$3.java/[CN]/	com_intellij_psi_ExternalChangeAction.java/[CN]/
com_intellij_openapi_fileEditor_impl_FileDocumentManagerImpl$4.java/[CN]/	com_intellij_psi_ExternalChangeAction$ExternalDocumentChange.java/[CN]/
com_intellij_openapi_fileEditor_impl_FileEditorManagerImpl.java/[CN]/	com_intellij_openapi_fileEditor_ex_FileEditorManagerEx.java/[CN]/
com_intellij_openapi_fileEditor_impl_FileEditorManagerImpl$6.java/[CN]/	com_intellij_openapi_fileEditor_impl_FileEditorManagerChange.java/[CN]/
com_intellij_openapi_fileEditor_impl_FileEditorProviderManagerImpl.java/[CN]/	com_intellij_openapi_fileEditor_ex_FileEditorProviderManager.java/[CN]/
com_intellij_openapi_fileEditor_impl_FilePreviewPanelProvider.java/[CN]/	com_intellij_openapi_preview_PreviewPanelProvider.java/[CN]/
com_intellij_openapi_fileEditor_impl_FilePreviewPanelProvider$MyEditorsSplitters.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorsSplitters.java/[CN]/
com_intellij_openapi_fileEditor_impl_FilePreviewPanelProvider$MyEditorsSplitters$1.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorWindow.java/[CN]/
com_intellij_openapi_fileEditor_impl_IdeDocumentHistoryImpl.java/[CN]/	com_intellij_openapi_fileEditor_ex_IdeDocumentHistory.java/[CN]/
com_intellij_openapi_fileEditor_impl_OpenEditorInOppositeTabGroupAction.java/[CN]/	com_intellij_openapi_fileEditor_impl_MoveEditorToOppositeTabGroupAction.java/[CN]/
com_intellij_openapi_fileEditor_impl_PsiAwareFileEditorManagerImpl.java/[CN]/	com_intellij_openapi_fileEditor_impl_FileEditorManagerImpl.java/[CN]/
com_intellij_openapi_fileEditor_impl_PsiAwareFileEditorManagerImpl$1.java/[CN]/	com_intellij_ide_PowerSaveMode$Listener.java/[CN]/
com_intellij_openapi_fileEditor_impl_TestEditorManagerImpl.java/[CN]/	com_intellij_openapi_fileEditor_ex_FileEditorManagerEx.java/[CN]/
com_intellij_openapi_fileEditor_impl_UniqueNameEditorTabTitleProvider.java/[CN]/	com_intellij_openapi_fileEditor_impl_EditorTabTitleProvider.java/[CN]/
com_intellij_openapi_fileEditor_impl_http_HttpFileEditor.java/[CN]/	com_intellij_openapi_fileEditor_impl_BaseRemoteFileEditor.java/[CN]/
com_intellij_openapi_fileEditor_impl_http_LangRemoteFileEditorActionProvider.java/[CN]/	com_intellij_openapi_fileEditor_impl_http_RemoteFileEditorActionProvider.java/[CN]/
com_intellij_openapi_fileEditor_impl_http_RemoteFilePanel$MyDownloadingListener.java/[CN]/	com_intellij_openapi_vfs_impl_http_FileDownloadingListener.java/[CN]/
com_intellij_openapi_fileEditor_impl_text_AsyncEditorLoader$1.java/[CN]/	com_intellij_openapi_progress_util_ReadTask.java/[CN]/
com_intellij_openapi_fileEditor_impl_text_FileDropHandler.java/[CN]/	com_intellij_openapi_editor_EditorDropHandler.java/[CN]/
com_intellij_openapi_fileEditor_impl_text_PsiAwareTextEditorImpl.java/[CN]/	com_intellij_openapi_fileEditor_impl_text_TextEditorImpl.java/[CN]/
com_intellij_openapi_fileEditor_impl_text_PsiAwareTextEditorImpl$PsiAwareTextEditorComponent.java/[CN]/	com_intellij_openapi_fileEditor_impl_text_TextEditorComponent.java/[CN]/
