com_intellij_FileSetTestCase$ActualTest.java/[CN]/	com_intellij_testFramework_LightPlatformTestCase.java/[CN]/
com_intellij_ide_favoritesTreeView_smartPointerPsiNodes_FieldSmartPointerNode.java/[CN]/	com_intellij_ide_favoritesTreeView_smartPointerPsiNodes_BaseSmartPointerPsiNode.java/[CN]/
com_intellij_ide_favoritesTreeView_smartPointerPsiNodes_MethodSmartPointerNode.java/[CN]/	com_intellij_ide_favoritesTreeView_smartPointerPsiNodes_BaseSmartPointerPsiNode.java/[CN]/
com_intellij_ide_file_BatchFileChangeListener$Adapter.java/[CN]/	com_intellij_ide_file_BatchFileChangeListener.java/[CN]/
com_intellij_ide_fileTemplates_DefaultCreateFromTemplateHandler.java/[CN]/	com_intellij_ide_fileTemplates_CreateFromTemplateHandler.java/[CN]/
com_intellij_ide_fileTemplates_FileTemplatesScheme$1.java/[CN]/	com_intellij_ide_fileTemplates_FileTemplatesScheme.java/[CN]/
com_intellij_ide_fileTemplates_JavaCreateFromTemplateHandler.java/[CN]/	com_intellij_ide_fileTemplates_CreateFromTemplateHandler.java/[CN]/
com_intellij_ide_fileTemplates_JavaInternalTemplatesHandler.java/[CN]/	com_intellij_ide_fileTemplates_JavaCreateFromTemplateHandler.java/[CN]/
com_intellij_ide_fileTemplates_SaveJavaAsTemplateHandler.java/[CN]/	com_intellij_ide_actions_SaveFileAsTemplateHandler.java/[CN]/
com_intellij_ide_fileTemplates_actions_CreateFromTemplateAction.java/[CN]/	com_intellij_ide_fileTemplates_actions_CreateFromTemplateActionBase.java/[CN]/
com_intellij_ide_fileTemplates_actions_CreateFromTemplateGroup$CreateFromTemplatesAction.java/[CN]/	com_intellij_ide_fileTemplates_actions_CreateFromTemplateActionBase.java/[CN]/
com_intellij_ide_fileTemplates_impl_AllFileTemplatesConfigurable$1.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateTabAsList.java/[CN]/
com_intellij_ide_fileTemplates_impl_AllFileTemplatesConfigurable$2.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateTabAsList.java/[CN]/
com_intellij_ide_fileTemplates_impl_AllFileTemplatesConfigurable$3.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateTabAsList.java/[CN]/
com_intellij_ide_fileTemplates_impl_AllFileTemplatesConfigurable$4.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateTabAsTree.java/[CN]/
com_intellij_ide_fileTemplates_impl_BundledFileTemplate.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateBase.java/[CN]/
com_intellij_ide_fileTemplates_impl_CustomFileTemplate.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateBase.java/[CN]/
com_intellij_ide_fileTemplates_impl_ExportableFileTemplateSettings.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateSettings.java/[CN]/
com_intellij_ide_fileTemplates_impl_FileTemplateBase.java/[CN]/	com_intellij_ide_fileTemplates_FileTemplate.java/[CN]/
com_intellij_ide_fileTemplates_impl_FileTemplateManagerImpl.java/[CN]/	com_intellij_ide_fileTemplates_FileTemplateManager.java/[CN]/
com_intellij_ide_fileTemplates_impl_FileTemplateManagerImpl$1.java/[CN]/	com_intellij_ide_fileTemplates_FileTemplatesScheme.java/[CN]/
com_intellij_ide_fileTemplates_impl_FileTemplateSettings.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplatesLoader.java/[CN]/
com_intellij_ide_fileTemplates_impl_FileTemplateTabAsList.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateTab.java/[CN]/
com_intellij_ide_fileTemplates_impl_FileTemplateTabAsTree.java/[CN]/	com_intellij_ide_fileTemplates_impl_FileTemplateTab.java/[CN]/
com_intellij_ide_fileTemplates_ui_ConfigureTemplatesDialog.java/[CN]/	com_intellij_openapi_options_ex_SingleConfigurableEditor.java/[CN]/
com_intellij_ide_hierarchy_CallHierarchyBrowserBase.java/[CN]/	com_intellij_ide_hierarchy_HierarchyBrowserBaseEx.java/[CN]/
com_intellij_ide_hierarchy_CallHierarchyBrowserBase$BaseOnThisMethodAction.java/[CN]/	com_intellij_ide_hierarchy_HierarchyBrowserBaseEx$BaseOnThisElementAction.java/[CN]/
com_intellij_ide_hierarchy_HierarchyBrowserBaseEx.java/[CN]/	com_intellij_ide_hierarchy_HierarchyBrowserBase.java/[CN]/
com_intellij_ide_hierarchy_HierarchyBrowserBaseEx$3.java/[CN]/	com_intellij_ide_dnd_aware_DnDAwareTree.java/[CN]/
com_intellij_ide_hierarchy_HierarchyBrowserBaseEx$4$1.java/[CN]/	com_intellij_ide_dnd_TransferableWrapper.java/[CN]/
com_intellij_ide_hierarchy_HierarchyBrowserBaseEx$RefreshAction.java/[CN]/	com_intellij_ide_actions_RefreshAction.java/[CN]/
com_intellij_ide_hierarchy_HierarchyNodeDescriptor.java/[CN]/	com_intellij_ide_util_treeView_SmartElementDescriptor.java/[CN]/
com_intellij_ide_hierarchy_MethodHierarchyBrowserBase.java/[CN]/	com_intellij_ide_hierarchy_HierarchyBrowserBaseEx.java/[CN]/
com_intellij_ide_hierarchy_MethodHierarchyBrowserBase$BaseOnThisMethodAction.java/[CN]/	com_intellij_ide_hierarchy_HierarchyBrowserBaseEx$BaseOnThisElementAction.java/[CN]/
com_intellij_ide_hierarchy_TypeHierarchyBrowserBase.java/[CN]/	com_intellij_ide_hierarchy_HierarchyBrowserBaseEx.java/[CN]/
com_intellij_ide_hierarchy_TypeHierarchyBrowserBase$BaseOnThisTypeAction.java/[CN]/	com_intellij_ide_hierarchy_HierarchyBrowserBaseEx$BaseOnThisElementAction.java/[CN]/
com_intellij_ide_hierarchy_ViewClassHierarchyAction.java/[CN]/	com_intellij_ide_hierarchy_ChangeViewTypeActionBase.java/[CN]/
com_intellij_ide_hierarchy_ViewSubtypesHierarchyAction.java/[CN]/	com_intellij_ide_hierarchy_ChangeViewTypeActionBase.java/[CN]/
com_intellij_ide_hierarchy_ViewSupertypesHierarchyAction.java/[CN]/	com_intellij_ide_hierarchy_ChangeViewTypeActionBase.java/[CN]/
com_intellij_ide_hierarchy_actions_BrowseCallHierarchyAction.java/[CN]/	com_intellij_ide_hierarchy_actions_BrowseHierarchyActionBase.java/[CN]/
com_intellij_ide_hierarchy_actions_BrowseMethodHierarchyAction.java/[CN]/	com_intellij_ide_hierarchy_actions_BrowseHierarchyActionBase.java/[CN]/
com_intellij_ide_hierarchy_actions_BrowseTypeHierarchyAction.java/[CN]/	com_intellij_ide_hierarchy_actions_BrowseHierarchyActionBase.java/[CN]/
com_intellij_ide_hierarchy_call_CallHierarchyBrowser.java/[CN]/	com_intellij_ide_hierarchy_CallHierarchyBrowserBase.java/[CN]/
com_intellij_ide_hierarchy_call_CallHierarchyBrowser$BaseOnThisMethodAction.java/[CN]/	com_intellij_ide_hierarchy_CallHierarchyBrowserBase$BaseOnThisMethodAction.java/[CN]/
com_intellij_ide_hierarchy_call_CallHierarchyNodeDescriptor.java/[CN]/	com_intellij_ide_hierarchy_HierarchyNodeDescriptor.java/[CN]/
com_intellij_ide_hierarchy_call_CalleeMethodsTreeStructure.java/[CN]/	com_intellij_ide_hierarchy_HierarchyTreeStructure.java/[CN]/
com_intellij_ide_hierarchy_call_CallerMethodsTreeStructure.java/[CN]/	com_intellij_ide_hierarchy_HierarchyTreeStructure.java/[CN]/
com_intellij_ide_hierarchy_method_ImplementMethodAction.java/[CN]/	com_intellij_ide_hierarchy_method_OverrideImplementMethodAction.java/[CN]/
com_intellij_ide_hierarchy_method_MethodHierarchyBrowser.java/[CN]/	com_intellij_ide_hierarchy_MethodHierarchyBrowserBase.java/[CN]/
com_intellij_ide_hierarchy_method_MethodHierarchyBrowser$BaseOnThisMethodAction.java/[CN]/	com_intellij_ide_hierarchy_MethodHierarchyBrowserBase$BaseOnThisMethodAction.java/[CN]/
com_intellij_ide_hierarchy_method_MethodHierarchyNodeDescriptor.java/[CN]/	com_intellij_ide_hierarchy_HierarchyNodeDescriptor.java/[CN]/
com_intellij_ide_hierarchy_method_MethodHierarchyTreeStructure.java/[CN]/	com_intellij_ide_hierarchy_HierarchyTreeStructure.java/[CN]/
com_intellij_ide_hierarchy_method_OverrideMethodAction.java/[CN]/	com_intellij_ide_hierarchy_method_OverrideImplementMethodAction.java/[CN]/
com_intellij_ide_hierarchy_type_SubtypesHierarchyTreeStructure.java/[CN]/	com_intellij_ide_hierarchy_HierarchyTreeStructure.java/[CN]/
com_intellij_ide_hierarchy_type_SupertypesHierarchyTreeStructure.java/[CN]/	com_intellij_ide_hierarchy_HierarchyTreeStructure.java/[CN]/
com_intellij_ide_hierarchy_type_TypeHierarchyBrowser.java/[CN]/	com_intellij_ide_hierarchy_TypeHierarchyBrowserBase.java/[CN]/
com_intellij_ide_hierarchy_type_TypeHierarchyBrowser$1.java/[CN]/	com_intellij_ide_hierarchy_HierarchyBrowserBaseEx$ChangeScopeAction.java/[CN]/
com_intellij_ide_hierarchy_type_TypeHierarchyBrowser$BaseOnThisTypeAction.java/[CN]/	com_intellij_ide_hierarchy_TypeHierarchyBrowserBase$BaseOnThisTypeAction.java/[CN]/
com_intellij_ide_hierarchy_type_TypeHierarchyNodeDescriptor.java/[CN]/	com_intellij_ide_hierarchy_HierarchyNodeDescriptor.java/[CN]/
com_intellij_ide_hierarchy_type_TypeHierarchyTreeStructure.java/[CN]/	com_intellij_ide_hierarchy_type_SubtypesHierarchyTreeStructure.java/[CN]/
com_intellij_ide_highlighter_HtmlFileType.java/[CN]/	com_intellij_ide_highlighter_XmlLikeFileType.java/[CN]/
com_intellij_ide_highlighter_XHtmlFileType.java/[CN]/	com_intellij_ide_highlighter_HtmlFileType.java/[CN]/
com_intellij_ide_highlighter_XmlFileType.java/[CN]/	com_intellij_ide_highlighter_DomSupportEnabled.java/[CN]/
com_intellij_ide_highlighter_XmlFileType.java/[CN]/	com_intellij_ide_highlighter_XmlLikeFileType.java/[CN]/
com_intellij_ide_highlighter_custom_CustomFileTypeLexer.java/[CN]/	com_intellij_ide_highlighter_custom_AbstractCustomLexer.java/[CN]/
com_intellij_ide_highlighter_custom_CustomFileTypeLexer$1.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_TokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_impl_CustomFileTypeBraceMatcher$1.java/[CN]/	com_intellij_codeInsight_highlighting_PairedBraceMatcherAdapter.java/[CN]/
com_intellij_ide_highlighter_custom_impl_CustomFileTypeQuoteHandler.java/[CN]/	com_intellij_codeInsight_editorActions_QuoteHandler.java/[CN]/
com_intellij_ide_highlighter_custom_impl_CustomFileTypeSelectWordHandler.java/[CN]/	com_intellij_codeInsight_editorActions_BraceMatcherBasedSelectioner.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_BraceTokenParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_PrefixedTokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_HexNumberParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_PrefixedTokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_IdentifierParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_TokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_LineCommentParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_PrefixedTokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_MultilineCommentParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_PrefixedTokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_NumberParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_TokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_PrefixedTokenParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_TokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_PunctuationParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_TokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_QuotedStringParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_PrefixedTokenParser.java/[CN]/
com_intellij_ide_highlighter_custom_tokens_WhitespaceParser.java/[CN]/	com_intellij_ide_highlighter_custom_tokens_TokenParser.java/[CN]/
com_intellij_ide_impl_DataManagerImpl$2.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_DataValidator$1.java/[CN]/	com_intellij_ide_impl_DataValidator.java/[CN]/
com_intellij_ide_impl_DataValidator$2.java/[CN]/	com_intellij_ide_impl_DataValidator.java/[CN]/
com_intellij_ide_impl_DataValidator$ArrayValidator.java/[CN]/	com_intellij_ide_impl_DataValidator.java/[CN]/
com_intellij_ide_impl_ModuleDataValidator.java/[CN]/	com_intellij_ide_impl_DataValidator.java/[CN]/
com_intellij_ide_impl_ModuleStructurePane.java/[CN]/	com_intellij_ide_projectView_impl_ProjectViewPane.java/[CN]/
com_intellij_ide_impl_ModuleStructurePane$1.java/[CN]/	com_intellij_ide_projectView_impl_ProjectTreeStructure.java/[CN]/
com_intellij_ide_impl_PackagesPaneSelectInTarget.java/[CN]/	com_intellij_ide_impl_ProjectViewSelectInTarget.java/[CN]/
com_intellij_ide_impl_ProjectPaneSelectInTarget.java/[CN]/	com_intellij_ide_impl_ProjectViewSelectInTarget.java/[CN]/
com_intellij_ide_impl_ProjectViewSelectInTarget.java/[CN]/	com_intellij_ide_impl_SelectInTargetPsiWrapper.java/[CN]/
com_intellij_ide_impl_PsiElementArrayDataValidator.java/[CN]/	com_intellij_ide_impl_DataValidator$ArrayValidator.java/[CN]/
com_intellij_ide_impl_PsiElementDataValidator.java/[CN]/	com_intellij_ide_impl_DataValidator.java/[CN]/
com_intellij_ide_impl_StructureViewWrapperImpl.java/[CN]/	com_intellij_ide_structureView_StructureViewWrapper.java/[CN]/
com_intellij_ide_impl_convert_ProjectFileVersionImpl.java/[CN]/	com_intellij_ide_impl_convert_ProjectFileVersion.java/[CN]/
com_intellij_ide_impl_dataRules_CopyProviderRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_CutProviderRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_FileEditorRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_FileTextRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_InactiveEditorRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_ModuleRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_NavigatableArrayRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_NavigatableRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_PasteProviderRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_PasteTargetRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_ProjectFileDirectoryRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_PsiElementFromSelectionRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_PsiElementFromSelectionsRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_PsiFileRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_UsageInfo2ListRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_UsageTargetsRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_VirtualFileArrayRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_impl_dataRules_VirtualFileRule.java/[CN]/	com_intellij_ide_impl_dataRules_GetDataRule.java/[CN]/
com_intellij_ide_macro_ClasspathEntryMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ClasspathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ClipboardContentMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ColumnNumberMacro.java/[CN]/	com_intellij_ide_macro_EditorMacro.java/[CN]/
com_intellij_ide_macro_EditorMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileClassMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileDirMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileDirNameMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileDirPathFromParentMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileDirRelativeToProjectRootMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileDirRelativeToProjectRootMacro2.java/[CN]/	com_intellij_ide_macro_FileDirRelativeToProjectRootMacro.java/[CN]/
com_intellij_ide_macro_FileDirRelativeToSourcepathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileDirRelativeToSourcepathMacro2.java/[CN]/	com_intellij_ide_macro_FileDirRelativeToSourcepathMacro.java/[CN]/
com_intellij_ide_macro_FileEncodingMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileExtMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileFQPackage.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileNameMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileNameWithoutAllExtensions.java/[CN]/	com_intellij_ide_macro_FileNameMacro.java/[CN]/
com_intellij_ide_macro_FileNameWithoutExtension.java/[CN]/	com_intellij_ide_macro_FileNameMacro.java/[CN]/
com_intellij_ide_macro_FilePackageMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileParentDirMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FilePathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FilePathRelativeToProjectRootMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FilePathRelativeToProjectRootMacro2.java/[CN]/	com_intellij_ide_macro_FilePathRelativeToProjectRootMacro.java/[CN]/
com_intellij_ide_macro_FilePathRelativeToSourcepathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FilePathRelativeToSourcepathMacro2.java/[CN]/	com_intellij_ide_macro_FilePathRelativeToSourcepathMacro.java/[CN]/
com_intellij_ide_macro_FilePromptMacro.java/[CN]/	com_intellij_ide_macro_PromptingMacro.java/[CN]/
com_intellij_ide_macro_FilePromptMacro.java/[CN]/	com_intellij_ide_macro_SecondQueueExpandMacro.java/[CN]/
com_intellij_ide_macro_FileRelativeDirMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileRelativeDirMacro2.java/[CN]/	com_intellij_ide_macro_FileRelativeDirMacro.java/[CN]/
com_intellij_ide_macro_FileRelativePathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_FileRelativePathMacro2.java/[CN]/	com_intellij_ide_macro_FileRelativePathMacro.java/[CN]/
com_intellij_ide_macro_JavaDocPathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_JdkPathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_LineNumberMacro.java/[CN]/	com_intellij_ide_macro_EditorMacro.java/[CN]/
com_intellij_ide_macro_Macro$Silent.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ModuleFileDirMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ModuleFilePathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ModuleNameMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ModulePathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ModuleSdkPathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_OutputPathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ProjectFileDirMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ProjectNameMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_ProjectPathMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_PromptMacro.java/[CN]/	com_intellij_ide_macro_PromptingMacro.java/[CN]/
com_intellij_ide_macro_PromptMacro.java/[CN]/	com_intellij_ide_macro_SecondQueueExpandMacro.java/[CN]/
com_intellij_ide_macro_PromptingMacro.java/[CN]/	com_intellij_ide_macro_Macro.java/[CN]/
com_intellij_ide_macro_SelectedTextMacro.java/[CN]/	com_intellij_ide_macro_EditorMacro.java/[CN]/
com_intellij_ide_macro_SelectionEndColumnMacro.java/[CN]/	com_intellij_ide_macro_EditorMacro.java/[CN]/
com_intellij_ide_macro_SelectionEndLineMacro.java/[CN]/	com_intellij_ide_macro_EditorMacro.java/[CN]/
com_intellij_ide_macro_SelectionStartColumnMacro.java/[CN]/	com_intellij_ide_macro_EditorMacro.java/[CN]/
